Bioactivity_ID,Aid_Type,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Cell_ID,Anatomy,dois,pmcids,pclids,citations,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity_Value,Taxonomy_ID,Target_Taxonomy_ID,Anatomy_ID
341279053,Confirmatory,Unspecified,EAW90694,Potency,,Tox21,qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway,1-Amino-2-propanol,ATF6 - activating transcription factor 6 (human),/gene/22926,,P18850,,,,,,,1159516,144212021,4,,22926,,20150604,1,0,,9606,,
385787345,Summary,Unspecified,,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,,45,,,,,,2061104,144212021,4,,1813,,20250724,0,0,,9606,,
356349056,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1346799,144212021,4,,,,20181219,1,0,,,,
342866892,Summary,Unspecified,EAX06628,Potency,,Tox21,qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary,1-Amino-2-propanol,"JUN - Jun proto-oncogene, AP-1 transcription factor subunit (human)",/gene/3725,,P05412,,,,,,,1159528,144212021,4,,3725,,20150731,0,0,,9606,,
350623583,Summary,Unspecified,NP_001308829,Potency,,Tox21,qHTS assay to identify small molecule HDAC inhibitors: Summary,1-Amino-2-propanol,HDAC9 - histone deacetylase 9 (human),/gene/9734,3.5.1.98,Q9UKV0,269,,,,,,1259388,144212021,4,,9734,,20180309,0,0,,9606,,
342413435,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,1159520,144212021,4,,,,20150625,1,0,,,,
356342891,Confirmatory,Unspecified,ABB72139,Potency,,Tox21,qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway,1-Amino-2-propanol,PGR - progesterone receptor (human),/gene/5241,,P06401,54,,,,,,1346784,144212021,4,,5241,,20181219,1,0,,9606,,
341343434,Confirmatory,Unspecified,AAH14804,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway ,1-Amino-2-propanol,Rorc - RAR-related orphan receptor gamma (house mouse),/gene/19885,,P51450,,,,,,,1159521,144212021,4,,19885,,20150625,1,0,,10090,,
396134536,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-5 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794783,69716,4,505424941,,,20260112,0,0,,,,
356337385,Confirmatory,Unspecified,ABB72139,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway,1-Amino-2-propanol,PGR - progesterone receptor (human),/gene/5241,,P06401,,,,,,,1346795,144212021,4,,5241,,20181219,1,0,,9606,,
356412167,Confirmatory,Unspecified,AAH14840,Potency,,Tox21,qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway,1-Amino-2-propanol,SMAD2 - SMAD family member 2 (human),/gene/4087,,Q15796,54,,,,,,1346859,144212021,4,,4087,,20181221,1,0,,9606,,
342403645,Summary,Unspecified,EAX06134,Potency,,Tox21,qHTS assay to identify small molecule agonists of the NFkB signaling pathway: Summary,1-Amino-2-propanol,NFKB1 - nuclear factor kappa B subunit 1 (human),/gene/4790,,P19838,,,,,,,1159518,144212021,4,,4790,,20150608,0,0,,9606,,
385873829,Summary,Unspecified,NP_000015,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,P07550,197,,,,,,2061107,144212021,4,,154,,20250724,0,0,,9606,,
342848007,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the AP-1 signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,1159525,144212021,4,,,,20150725,1,0,,,,
385754672,Confirmatory,Unspecified,,,,Tox21,"cAMP Responsive Elements (CRE) small molecule agonists, cell-based qHTS assay: qHTS cell viability counter screen",1-Amino-2-propanol,,,,,54,,,,,,2060914,144212021,4,,,,20250703,0,0,,,,
385809893,Summary,Unspecified,NP_000729,,,Tox21,"Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CHRM1 - cholinergic receptor muscarinic 1 (human),/gene/1128,,P11229,197,,,,,,2061103,144212021,4,,1128,,20250723,0,0,,9606,,
336054568,Summary,Unspecified,ADZ17382,,,Tox21,qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary,1-Amino-2-propanol,NR1H4 - nuclear receptor subfamily 1 group H member 4 (human),/gene/9971,,ADZ17382,,,,,,,743240,144212021,4,,9971,,20140821,0,0,,9606,,
383457596,Confirmatory,Unspecified,,Potency,,Tox21,Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes,1-Amino-2-propanol,NFE2L2 - NFE2 like bZIP transcription factor 2 (human),/gene/4780,,,38,,,,,,1919969,144212021,4,,4780,,20240130,1,0,,9606,,
397842061,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Breast cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,2202374,69716,4,505424941,,,20260123,0,0,,,,
392596066,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the M14 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794745,69716,4,505424941,,,20260112,0,0,,,,
330196046,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay for small molecule disruptors of the mitochondrial membrane potential - cell viability,1-Amino-2-propanol,,,,,,,,,,,720634,144212021,4,,,,20140820,1,0,,,,
393994013,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794757,69716,4,505424941,,,20260112,0,0,,,,
350608583,Summary,Unspecified,AAI32976,,,Tox21,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist: Summary,1-Amino-2-propanol,AR - androgen receptor (human),/gene/367,,AAI32976,21111,,,,,,1259387,144212021,4,,367,,20180309,0,0,,9606,,
394224133,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794773,69716,4,505424941,,,20260112,0,0,,,,
393945593,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794761,69716,4,505424941,,,20260112,0,0,,,,
393326234,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SNB-19 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794751,69716,4,505424941,,,20260112,0,0,,,,
356462894,Confirmatory,Unspecified,,Potency,,Tox21,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS cell viability counter screen",1-Amino-2-propanol,,,,,27,,,,,,1346981,144212021,4,,,,20190107,1,0,,,,
385954628,Confirmatory,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,1963591,144212021,4,,1385,,20250804,1,0,,9606,,
356369351,Confirmatory,Unspecified,AAH14840,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway,1-Amino-2-propanol,SMAD2 - SMAD family member 2 (human),/gene/4087,,Q15796,54,,,,,,1346924,144212021,4,,4087,,20181221,1,0,,9606,,
345971893,Confirmatory,Unspecified,,Potency,,Tox21,A CellTox Green Cytotoxicity Assay to monitor cytotoxicity in HepG2 cells - 32 hour,1-Amino-2-propanol,,,,,27,,,,,,1224883,144212021,4,,,,20160908,1,0,,,,
394598546,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the A498 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794774,69716,4,505424941,,,20260112,0,0,,,,
394598642,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794776,69716,4,505424941,,,20260112,0,0,,,,
393329960,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the U251 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794753,69716,4,505424941,,,20260112,0,0,,,,
356465393,Summary,Unspecified,ABB72139,,,Tox21,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary",1-Amino-2-propanol,PGR - progesterone receptor (human),/gene/5241,,P06401,54,,,,,,1347031,144212021,4,,5241,,20190129,0,0,,9606,,
394568759,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the UO-31 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794768,69716,4,505424941,,,20260112,0,0,,,,
396153585,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794787,69716,4,505424941,,,20260112,0,0,,,,
395594095,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794778,69716,4,505424941,,,20260112,0,0,,,,
396042400,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794781,69716,4,505424941,,,20260112,0,0,,,,
331918860,Confirmatory,Unspecified,ADP91253,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway,1-Amino-2-propanol,NR3C1 - nuclear receptor subfamily 3 group C member 1 (human),/gene/2908,,P04150,,,,,,,720692,144212021,4,,2908,,20140820,1,0,,9606,,
327233211,Summary,Unspecified,Q96QE3,Potency,,Tox21,qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5: Summary,1-Amino-2-propanol,ATAD5 - ATPase family AAA domain containing 5 (human),/gene/79915,,Q96QE3,,,,,,,720516,144212021,4,,79915,,20140820,0,0,,9606,,
396035649,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794782,69716,4,505424941,,,20260112,0,0,,,,
349456497,Confirmatory,Unspecified,AAI13617,Potency,,Tox21,qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway,1-Amino-2-propanol,GLI3 - GLI family zinc finger 3 (human),/gene/2737,,AAI13617,144249,,,,,,1259368,144212021,4,,2737,,20180214,1,0,,9606,,
356470184,Summary,Unspecified,ABB72139,Potency,,Tox21,"Progesterone receptor (PR) small molecule agonists, qHTS assay: Summary",1-Amino-2-propanol,PGR - progesterone receptor (human),/gene/5241,,P06401,54,,,,,,1347036,144212021,4,,5241,,20190129,0,0,,9606,,
345841738,Summary,Unspecified,AAY56401,,,Tox21,qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary,1-Amino-2-propanol,"nuclear receptor subfamily 1, group I, member 3 (human)",/protein/AAY56401,,Q14994,27,,,,,,1224892,144212021,4,,,,20160913,0,0,,9606,,
356379476,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway,1-Amino-2-propanol,TRHR - thyrotropin releasing hormone receptor (human),/gene/7201,,,45,,,,,,1346877,144212021,4,,7201,,20181221,1,0,,9606,,
394329750,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the 786-0 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794775,69716,4,505424941,,,20260112,0,0,,,,
383435435,Summary,Unspecified,AAH11558,,,Tox21,"Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists, luciferase reporter gene qHTS assay in human keratinocytes: Summary",1-Amino-2-propanol,NFE2L2 - NFE2 like bZIP transcription factor 2 (human),/gene/4780,,Q16236,38,,,,,,1919970,144212021,4,,4780,,20240202,0,0,,9606,,
342858851,Confirmatory,Unspecified,EAX06628,Potency,,Tox21,qHTS assay to identify small molecule agonists of the AP-1 signaling pathway,1-Amino-2-propanol,"JUN - Jun proto-oncogene, AP-1 transcription factor subunit (human)",/gene/3725,,P05412,,,,,,,1159526,144212021,4,,3725,,20150725,1,0,,9606,,
385744959,Confirmatory,Unspecified,,,,Tox21,"cAMP Responsive Elements (CRE) small molecule antagonists, cell-based qHTS assay: qHTS cell viability counter screen",1-Amino-2-propanol,,,,,54,,,,,,2060913,144212021,4,,,,20250703,0,0,,,,
356364744,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway,1-Amino-2-propanol,TRHR - thyrotropin releasing hormone receptor (human),/gene/7201,,,45,,,,,,1346891,144212021,4,,7201,,20181221,1,0,,9606,,
350550608,Confirmatory,Unspecified,AAI32976,Potency,,Tox21,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist,1-Amino-2-propanol,AR - androgen receptor (human),/gene/367,,AAI32976,21111,,,,,,1259381,144212021,4,,367,,20180222,1,0,,9606,,
385835222,Summary,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,2061098,144212021,4,,1385,,20250723,0,0,,9606,,
350590582,Confirmatory,Unspecified,EAW81333,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway,1-Amino-2-propanol,TSHR - thyroid stimulating hormone receptor (human),/gene/7253,,P16473,45,,,,,,1259385,144212021,4,,7253,,20180223,1,0,,9606,,
385969187,Confirmatory,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,1963590,144212021,4,,1385,,20250804,1,0,,9606,,
349425579,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule HDAC inhibitors - cell viability counter screen,1-Amino-2-propanol,,,,,269,,,,,,1259365,144212021,4,,,,20180213,1,0,,,,
356554592,Confirmatory,Unspecified,CAC88866,Potency,,Tox21,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay",1-Amino-2-propanol,CASP3 - caspase 3 (human),/gene/836,,CAC88866,27,,,,,,1346978,144212021,4,,836,,20190107,1,0,,9606,,
342917338,Confirmatory,Unspecified,ADZ17337,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway ,1-Amino-2-propanol,RARA - retinoic acid receptor alpha (human),/gene/5914,,P10276,144007,,,,,,1159552,144212021,4,,5914,,20150917,1,0,,9606,,
356369352,Confirmatory,Unspecified,AAH50743,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway,1-Amino-2-propanol,SMAD3 - SMAD family member 3 (human),/gene/4088,,P84022,54,,,,,,1346924,144212021,4,,4088,,20181221,1,0,,9606,,
342894354,Summary,Unspecified,ADZ17354,Potency,,Tox21,qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary,1-Amino-2-propanol,RXRA - retinoid X receptor alpha (human),/gene/6256,,P19793,,,,,,,1159531,144212021,4,,6256,,20150807,0,0,,9606,,
332007927,Confirmatory,Unspecified,ADP91253,Potency,,Tox21,qHTS assay to identify small molecule agonists of the glucocorticoid receptor (GR) signaling pathway,1-Amino-2-propanol,NR3C1 - nuclear receptor subfamily 3 group C member 1 (human),/gene/2908,,P04150,,,,,,,720691,144212021,4,,2908,,20150805,1,0,,9606,,
336000215,Summary,Unspecified,BAH02282,,,Tox21,qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary,1-Amino-2-propanol,PPARD - peroxisome proliferator activated receptor delta (human),/gene/5467,,BAH02282,,,,,,,743226,144212021,4,,5467,,20140821,0,0,,9606,,
356355085,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1346798,144212021,4,,,,20181219,1,0,,,,
385976903,Summary,Unspecified,NP_000015,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,P07550,197,,,,,,2061106,144212021,4,,154,,20250724,0,0,,9606,,
350598931,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist - cell viability counter screen,1-Amino-2-propanol,,,,,21258,,,,,,1259386,144212021,4,,,,20180223,1,0,,,,
393170345,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794750,69716,4,505424941,,,20260112,0,0,,,,
350540954,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1259380,144212021,4,,,,20180222,1,0,,,,
335942512,Summary,Unspecified,BAH02282,Potency,,Tox21,qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary,1-Amino-2-propanol,PPARD - peroxisome proliferator activated receptor delta (human),/gene/5467,,BAH02282,,,,,,,743227,144212021,4,,5467,,20140821,0,0,,9606,,
351847692,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351847788,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351847884,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351847980,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848076,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848172,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848268,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848364,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848460,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848556,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848652,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848748,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848844,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351848940,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
351849036,Other,Unspecified,,,,Chemical Carcinogenesis Research Information System (CCRIS),CCRIS mutagenicity studies,1-Amino-2-propanol,,,,,,,,,,,1259407,363900234,4,,,,20180523,0,0,,,,
331889493,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to test for compound auto fluorescence at 535 nm (green) in HepG2 cell free culture,1-Amino-2-propanol,,,,,,,,,,,720686,144212021,4,,,,20140820,1,0,,,,
345896686,Confirmatory,Unspecified,,Potency,,Tox21,qHTS RealTime-Glo MT Cell Viability Assay in HepG2 cells - 0 hour,1-Amino-2-propanol,,,,,27,,,,,,1224889,144212021,4,,,,20160908,1,0,,,,
356718196,Summary,Unspecified,P34981,,,Tox21,Thyrotropin-releasing hormone receptor (TRHR) small molecule antagonists: Summary,1-Amino-2-propanol,TRHR - thyrotropin releasing hormone receptor (human),/gene/7201,,P34981,45,,,,,,1347038,144212021,4,,7201,,20190206,0,0,,9606,,
396736602,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the KM12 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794800,69716,4,505424941,,,20260112,0,0,,,,
341300646,Confirmatory,Unspecified,EAX06134,Potency,,Tox21,qHTS assay to identify small molecule agonists of the NFkB signaling pathway,1-Amino-2-propanol,NFKB1 - nuclear factor kappa B subunit 1 (human),/gene/4790,,P19838,,,,,,,1159509,144212021,4,,4790,,20150529,1,0,,9606,,
356490983,Summary,Unspecified,P34981,,,Tox21,Thyrotropin-releasing hormone receptor (TRHR) small molecule agonists: Summary,1-Amino-2-propanol,TRHR - thyrotropin releasing hormone receptor (human),/gene/7201,,P34981,45,,,,,,1347030,144212021,4,,7201,,20190128,0,0,,9606,,
336012125,Confirmatory,Unspecified,BAH02282,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway,1-Amino-2-propanol,PPARD - peroxisome proliferator activated receptor delta (human),/gene/5467,,BAH02282,,,,,,,743215,144212021,4,,5467,,20140821,1,0,,9606,,
345886085,Confirmatory,Unspecified,,Potency,,Tox21,A CellTox Green Cytotoxicity Assay to monitor cytotoxicity in HepG2 cells - 24 hour,1-Amino-2-propanol,,,,,27,,,,,,1224878,144212021,4,,,,20160908,1,0,,,,
345080463,Confirmatory,Unspecified,ADZ17378,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library,1-Amino-2-propanol,ESRRA - estrogen related receptor alpha (human),/gene/2101,,P11474,54,,,,,,1224841,144212021,4,,2101,,20180202,1,0,,9606,,
345081123,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1224834,144212021,4,,,,20180201,1,0,,,,
342885199,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the RXR signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,1159529,144212021,4,,,,20150731,1,0,,,,
342856975,Confirmatory,Inconclusive,ADZ17354,Potency,,Tox21,qHTS assay to identify small molecule agonists of the RXR signaling pathway,1-Amino-2-propanol,RXRA - retinoid X receptor alpha (human),/gene/6256,,P19793,,,,,,,1159527,144212021,4,,6256,,20150731,1,0,,9606,,
356582543,Summary,Unspecified,NP_001230975,,,Tox21,"Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary",1-Amino-2-propanol,Casp3 - caspase 3 (Chinese hamster),/gene/100689061,,NP_001230975,198,,,,,,1347037,144212021,4,,100689061,,20190129,0,0,,10029,,
335991454,Confirmatory,Unspecified,BAH02291,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway,1-Amino-2-propanol,VDR - vitamin D receptor (human),/gene/7421,,BAH02291,,,,,,,743223,144212021,4,,7421,,20140821,1,0,,9606,,
335973461,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,743224,144212021,4,,,,20140821,1,0,,,,
349439820,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway - cell viability counter screen,1-Amino-2-propanol,,,,,144249,,,,,,1259366,144212021,4,,,,20180214,1,0,,,,
345101768,Confirmatory,Unspecified,ADZ17378,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library,1-Amino-2-propanol,ESRRA - estrogen related receptor alpha (human),/gene/2101,,P11474,54,,,,,,1224848,144212021,4,,2101,,20180202,1,0,,9606,,
345952492,Confirmatory,Unspecified,,Potency,,Tox21,A CellTox Green Cytotoxicity Assay to monitor cytotoxicity in HepG2 cells - 16 hour,1-Amino-2-propanol,,,,,27,,,,,,1224876,144212021,4,,,,20160908,1,0,,,,
385787346,Summary,Unspecified,AAH21195,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,P14416,45,,,,,,2061104,144212021,4,,1813,,20250724,0,0,,9606,,
345090351,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1224840,144212021,4,,,,20180202,1,0,,,,
